note_id,#diary_id,#author_id,#note_date,#people
"189137",#"143",#"136",#"1898-01-20",#"тургенев->2,ася->1,х->1,толстой->1,иван ильич->1"
"189138",#"143",#"136",#"1898-01-31",#"толстой->1"
"189139",#"143",#"136",#"1898-02-01",#"тамара->1"
"189140",#"143",#"136",#"1898-02-02",#"маня->1"
"189141",#"143",#"136",#"1898-02-11",#"таня->6,ибсен->1,ницше->1"
"189142",#"143",#"136",#"1898-03-16",#"мария федосиевна ветровая->1,введенский->1,кант->1"
"189143",#"143",#"136",#"1898-03-17",#"вагнер->1"
"189144",#"143",#"136",#"1898-03-18",#
"189145",#"143",#"136",#"1898-03-27",#"введенский->1,мария петровна->1,меньшиков->2,лев толстой->1,неплюев->1,николай петрович вагнер->1,неплюева->1"
"189146",#"143",#"136",#"1898-06-15",#"неплюева->1,дарвин->1"
"189147",#"143",#"136",#"1898-08-27",#"добролюбов->1,писарев->1,соловьев->1,костомаров->1,заратустра ницше->1"
"189148",#"143",#"136",#"1898-10-23",#"таня->2,гааз->1"
"189149",#"143",#"136",#"1898-10-25",#"неплюева->1"
"189150",#"143",#"136",#"1898-12-17",#"некрасов->1,мария петровна->1"
"189151",#"143",#"136",#"1898-12-18",#"неплюев->1,иоанн кронштадский->1"
"189152",#"143",#"136",#"1899-01-06",#
"189153",#"143",#"136",#"1899-02-05",#"григорий петров->1,вагнер->4,меньшиков->1,петров->1,соллертинский->1"
"189154",#"143",#"136",#"1899-02-09",#"борис годунов->1,евгений онегин->1,татьяна->1,онегин->1,марья ивановна->3,дьяконов->1,гринёв->1,полонский->1,пушкин->1"
"189155",#"143",#"136",#"1899-02-24",#"таня->1"
"189156",#"143",#"136",#"1899-02-25",#"юленька->1"
"189157",#"143",#"136",#"1899-03-03",#
"189158",#"143",#"136",#"1899-03-04",#
"189159",#"143",#"136",#"1899-03-20",#"бекетов->1,фаминцын->1"
"189160",#"143",#"136",#"1899-03-25",#"филарет->1,крылов->1,александр николаевич->1,карамзин->1,максимов->1,островский->1,боборыкин->1,таня->1"
"189161",#"143",#"136",#"1899-04-06",#"мрозовская->1"
"189162",#"143",#"136",#"1899-04-22",#
"189163",#"143",#"136",#"1899-04-24",#"короленко->2"
"189164",#"143",#"136",#"1899-04-30",#"жданова->1,дьяконова->1,елизавета->1,дьяконов->1"
"189165",#"143",#"136",#"1899-08-27",#"татьяна->1"
"189166",#"143",#"136",#"1899-08-30",#
"189167",#"143",#"136",#"1899-09-10",#"таня->1,лукреция->1,фауст->1,кант->2"
"189168",#"143",#"136",#"1899-09-27",#"лукреция->1,вильгельм мейстер->1"
"189169",#"143",#"136",#"1899-09-30",#"мария герцфельд->1"
"189170",#"143",#"136",#"1899-10-10",#"александр феодоровня->1"
"189171",#"143",#"136",#"1899-11-24",#"М Н капустин->1,капустин->2,лермонтов->1"
"189172",#"143",#"136",#"1900-12-14",#
"189173",#"143",#"136",#"1900-12-19",#
"189174",#"143",#"136",#"1900-12-21",#
"189175",#"143",#"136",#"1900-12-24",#"бабишева->1,лион->1"
"189176",#"143",#"136",#"1900-12-25",#"жермен->1,дьяконов->1,жанна->5,декарт->1"
"189177",#"143",#"136",#"1900-12-27",#"декарт->1,бильбеское->1"
"189178",#"143",#"136",#"1900-12-30",#"бильбеское->1,дьяконов->1"
"189179",#"143",#"136",#"1900-12-31",#
"189180",#"143",#"136",#"1901-01-02",#
"189181",#"143",#"136",#"1901-01-05",#
"189182",#"143",#"136",#"1901-01-07",#
"189183",#"143",#"136",#"1901-01-11",#"бабишева->3,дьяконов->1"
"189184",#"143",#"136",#"1901-01-13",#"толстой->1,ибсен->1,валя->1"
"189185",#"143",#"136",#"1901-02-02",#"бабишева->1"
"189186",#"143",#"136",#"1901-02-21",#"карл маркс->1"
"189187",#"143",#"136",#"1901-03-06",#"володя->1"
"189188",#"143",#"136",#"1901-03-13",#"джесси->4"
"189189",#"143",#"136",#"1901-03-22",#"надя->1"
"189190",#"143",#"136",#"1901-03-26",#
"189191",#"143",#"136",#"1901-03-27",#"мирабо->1,жермен->1,евангелия->1,иоанн креститель->1"
"189192",#"143",#"136",#"1901-03-30",#
"189193",#"143",#"136",#"1901-04-06",#"саша->1"
"189194",#"143",#"136",#"1901-04-07",#"саша->1"
"189195",#"143",#"136",#"1901-04-08",#"надя->4"
"189196",#"143",#"136",#"1901-04-09",#"шнейдер->1,александр->1"
"189197",#"143",#"136",#"1901-04-12",#"питер->2,никаноров->4,никанор->4,володя->1"
"189198",#"143",#"136",#"1901-04-19",#
"189199",#"143",#"136",#"1901-04-21",#
"189200",#"143",#"136",#"1901-04-23",#"надя->2"
"189201",#"143",#"136",#"1901-04-25",#
"189202",#"143",#"136",#"1901-04-28",#"таня->1,соколов->1"
"189203",#"143",#"136",#"1901-05-01",#
"189204",#"143",#"136",#"1901-05-02",#"таня->1"
"189205",#"143",#"136",#"1901-05-05",#
"189206",#"143",#"136",#"1901-05-07",#"пакэн->1"
"189207",#"143",#"136",#"1901-05-13",#
"189208",#"143",#"136",#"1901-05-17",#"пакэн->2,леонтина->1,дусэ->2,евгений->1"
"189209",#"143",#"136",#"1901-05-19",#"толстой->1"
"189210",#"143",#"136",#"1901-05-19",#
"189211",#"143",#"136",#"1901-05-25",#"надя->1,толстой->2"
"189212",#"143",#"136",#"1901-05-27",#"толстой->1"
"189213",#"143",#"136",#"1901-06-01",#"гейне->1"
"189214",#"143",#"136",#"1901-06-03",#
"189215",#"143",#"136",#"1901-06-06",#
"189216",#"143",#"136",#"1901-06-08",#
"189217",#"143",#"136",#"1901-06-12",#
"189218",#"143",#"136",#"1901-06-13",#
"189219",#"143",#"136",#"1901-06-20",#
"189220",#"143",#"136",#"1901-06-22",#
"189221",#"143",#"136",#"1901-06-24",#"анжел->2"
"189222",#"143",#"136",#"1901-07-02",#
"189223",#"143",#"136",#"1901-07-04",#
"189224",#"143",#"136",#"1901-07-05",#
"189225",#"143",#"136",#"1901-07-06",#
"189226",#"143",#"136",#"1901-07-09",#
"189227",#"143",#"136",#"1901-07-30",#"иван николаевич корельский->1,толстой->4"
"189228",#"143",#"136",#"1901-08-03",#
"189229",#"143",#"136",#"1901-08-05",#
"189230",#"143",#"136",#"1901-08-10",#"иван николаевич->1"
"189231",#"143",#"136",#"1901-08-14",#
"189232",#"143",#"136",#"1901-08-16",#
"189233",#"143",#"136",#"1901-08-18",#
"189234",#"143",#"136",#"1901-08-25",#"вильям моррис->1,джон рескин->1"
"189235",#"143",#"136",#"1901-08-25",#"ницше->1"
"189236",#"143",#"136",#"1901-08-29",#
"189237",#"143",#"136",#"1901-08-31",#"уайт->1"
"189238",#"143",#"136",#"1901-09-05",#"джонсон->1"
"189239",#"143",#"136",#"1901-09-07",#"джонсон->1,шелли->1"
"189240",#"143",#"136",#"1901-09-10",#
"189241",#"143",#"136",#"1901-09-13",#
"189242",#"143",#"136",#"1901-09-15",#
"189243",#"143",#"136",#"1901-09-17",#
"189244",#"143",#"136",#"1901-09-18",#"уайт->1"
"189245",#"143",#"136",#"1901-09-20",#
"189246",#"143",#"136",#"1901-09-22",#"мокей->2,джонсон->1"
"189247",#"143",#"136",#"1901-09-28",#
"189248",#"143",#"136",#"1901-09-29",#"страхов->1"
"189249",#"143",#"136",#"1901-09-30",#
"189250",#"143",#"136",#"1901-10-01",#
"189251",#"143",#"136",#"1901-10-03",#
"189252",#"143",#"136",#"1901-10-06",#
"189253",#"143",#"136",#"1901-10-09",#
"189254",#"143",#"136",#"1901-10-12",#
"189255",#"143",#"136",#"1901-10-13",#
"189256",#"143",#"136",#"1901-10-14",#
"189257",#"143",#"136",#"1901-10-16",#
"189258",#"143",#"136",#"1901-10-18",#
"189259",#"143",#"136",#"1901-10-19",#"анжела->1,анжел->4"
"189260",#"143",#"136",#"1901-10-22",#
"189261",#"143",#"136",#"1901-10-24",#"гимэ->1,таиса->2,анатоль франс->1"
"189262",#"143",#"136",#"1901-10-26",#"буддами->1,фидия->1,ермак->1"
"189263",#"143",#"136",#"1901-10-28",#
"189264",#"143",#"136",#"1901-10-31",#
"189265",#"143",#"136",#"1901-11-01",#
"189266",#"143",#"136",#"1901-11-03",#
"189267",#"143",#"136",#"1901-11-06",#
"189268",#"143",#"136",#"1901-11-07",#"андрэ->1"
"189269",#"143",#"136",#"1901-11-09",#
"189270",#"143",#"136",#"1901-11-12",#
"189271",#"143",#"136",#"1901-11-17",#
"189272",#"143",#"136",#"1901-11-20",#
"189273",#"143",#"136",#"1901-11-22",#"жанна->1,кларанс->4,карзи->1"
"189274",#"143",#"136",#"1901-11-23",#
"189275",#"143",#"136",#"1901-11-24",#"кларанс->1,золя->1"
"189276",#"143",#"136",#"1901-11-25",#"кларанс->7,дьяконов->1"
"189277",#"143",#"136",#"1901-11-27",#
"189278",#"143",#"136",#"1901-11-29",#"брик->1,тит->1,ливия->1"
"189279",#"143",#"136",#"1901-12-03",#
"189280",#"143",#"136",#"1901-12-04",#"анжела->1,сента->1"
"189281",#"143",#"136",#"1901-12-05",#
"189282",#"143",#"136",#"1901-12-09",#"кларанс->9"
"189283",#"143",#"136",#"1901-12-11",#
"189284",#"143",#"136",#"1901-12-12",#"андрэ->1"
"189285",#"143",#"136",#"1901-12-18",#
"189286",#"143",#"136",#"1901-12-20",#
"189287",#"143",#"136",#"1901-12-23",#"кларанс->1,карсинский->1"
"189288",#"143",#"136",#"1901-12-27",#"лигия->1"
"189289",#"143",#"136",#"1901-12-29",#"шарль->1"
"189290",#"143",#"136",#"1901-12-30",#"шарль->14,помпей->1,людовик->1,полина->1,сента->1,диана->1"
"189291",#"143",#"136",#"1901-12-31",#
"189292",#"143",#"136",#"1902-01-01",#
"189293",#"143",#"136",#"1902-01-02",#
"189294",#"143",#"136",#"1902-01-03",#"кларанс->1"
"189295",#"143",#"136",#"1902-01-04",#"соболева->1,дьяконов->1"
"189296",#"143",#"136",#"1902-01-05",#
"189297",#"143",#"136",#"1902-01-06",#
"189298",#"143",#"136",#"1902-01-08",#"надя->1"
"189299",#"143",#"136",#"1902-01-09",#
"189300",#"143",#"136",#"1902-01-10",#"гексли->1,евангелия->1,самуил->1,максим горький->1,кларанс->1"
"189301",#"143",#"136",#"1902-01-14",#
"189302",#"143",#"136",#"1902-01-17",#"ваня->2"
"189303",#"143",#"136",#"1902-01-20",#"кларанс->1"
"189304",#"143",#"136",#"1902-01-21",#
"189305",#"143",#"136",#"1902-01-22",#
"189306",#"143",#"136",#"1902-01-27",#
"189307",#"143",#"136",#"1902-01-28",#
"189308",#"143",#"136",#"1902-01-29",#"анжел->1,дюрбаля->1"
"189309",#"143",#"136",#"1902-01-30",#
"189310",#"143",#"136",#"1902-01-31",#
"189311",#"143",#"136",#"1902-02-01",#"анжел->1,валя->1,надя->1,лиза->2,кларанс->1"
"189312",#"150",#"143",#"1943-06-12",#"хрущев->1,коротченко->1"
"189313",#"150",#"143",#"1943-06-13",#
"189314",#"150",#"143",#"1943-06-15",#
"189315",#"150",#"143",#"1943-06-16",#"владимир прохорович->1,григор сарапин->1,крайса->1,остеродя->2,серг->1,владимир осадчий->1,володя осадчий->1,володя->1,нюра->1"
"189316",#"150",#"143",#"1943-06-17",#
"189317",#"150",#"143",#"1943-06-18",#"шитов->1"
"189318",#"150",#"143",#"1943-06-20",#"медведев->1"
"189319",#"150",#"143",#"1943-06-21",#"бильчак->1"
"189320",#"150",#"143",#"1943-06-22",#
"189321",#"150",#"143",#"1943-06-24",#
"189322",#"150",#"143",#"1943-06-25",#"каменка->1,гур->1,кох->3,медведев->1"
"189323",#"150",#"143",#"1943-06-26",#
"189324",#"150",#"143",#"1943-06-27",#"загребельный->1"
"189325",#"150",#"143",#"1943-06-28",#
"189326",#"150",#"143",#"1943-06-29",#"олейник->1,шерстобитовая->1,иванов->1,лебедев->1,кох->1"
"189327",#"150",#"143",#"1943-06-30",#"вершигор->1,петренко->1"
"189328",#"150",#"143",#"1943-07-01",#"эрих->1,кох->1"
"189329",#"150",#"143",#"1943-07-02",#"В алексеев->1,С чибисовая->1"
"189330",#"150",#"143",#"1943-07-03",#"иван->1,семён->1,залупа->1"
"189331",#"150",#"143",#"1943-07-06",#"галиция->1"
"189332",#"150",#"143",#"1943-07-09",#
"189333",#"150",#"143",#"1943-07-12",#"скоморош->1"
"189334",#"150",#"143",#"1943-07-13",#"мессершмитта->1"
"189335",#"150",#"143",#"1943-07-14",#"галиция->2,станислав->1"
"189336",#"150",#"143",#"1943-07-15",#"станислав->1,новиков->1"
"189337",#"150",#"143",#"1943-07-16",#"ольга->1,медведь->1,карпенко->1,давид бакрадзе->1,курочкин->1,горланов->1"
"189338",#"150",#"143",#"1943-07-19",#"матющенко->1,давид бакрадзе->1"
"189339",#"150",#"143",#"1943-07-20",#
"189340",#"150",#"143",#"1943-07-21",#
"189341",#"150",#"143",#"1943-07-22",#
"189342",#"150",#"143",#"1943-07-23",#
"189343",#"150",#"143",#"1943-07-24",#
"189344",#"150",#"143",#"1943-07-25",#
"189345",#"150",#"143",#"1943-07-26",#
"189346",#"150",#"143",#"1943-07-27",#"буковин->1"
"189347",#"150",#"143",#"1943-07-28",#
"189348",#"150",#"143",#"1943-07-29",#
"189349",#"150",#"143",#"1943-07-30",#
"189350",#"150",#"143",#"1943-07-31",#
"189351",#"150",#"143",#"1943-08-01",#
"189352",#"150",#"143",#"1943-08-05",#"матющенко->1,курочкин->1,руднев->1"
"189353",#"150",#"143",#"1943-08-06",#
"189354",#"150",#"143",#"1943-08-07",#
"189355",#"150",#"143",#"1943-08-08",#"карпенко->1,анисимов->1"
"189356",#"150",#"143",#"1943-08-09",#
"189357",#"150",#"143",#"1943-08-10",#
"189358",#"150",#"143",#"1943-08-12",#"базим->1,тутученко->1,клава->1"
"189359",#"150",#"143",#"1943-08-24",#
"189360",#"150",#"143",#"1943-08-29",#
"189361",#"150",#"143",#"1943-08-30",#
"189362",#"150",#"143",#"1943-09-11",#
"189363",#"150",#"143",#"1943-09-13",#
"189364",#"150",#"143",#"1943-09-14",#
"189365",#"150",#"143",#"1943-09-15",#
"189366",#"150",#"143",#"1943-09-16",#
"189367",#"150",#"143",#"1943-09-17",#
"189368",#"150",#"143",#"1943-09-18",#
"189369",#"150",#"143",#"1943-09-19",#
"189370",#"150",#"143",#"1943-09-20",#
"189371",#"150",#"143",#"1943-09-21",#"вуйтко->3,шитовая->1"
"189372",#"546",#"538",#"1999-11-05",#"митя->1,лайла->1"
"189373",#"546",#"538",#"1999-11-06",#
"189374",#"546",#"538",#"1999-11-07",#"фарон->2"
"189375",#"546",#"538",#"1999-11-08",#"муса->1"
"189376",#"546",#"538",#"1999-11-09",#
"189377",#"546",#"538",#"1999-11-10",#"мороз->1"
"189378",#"546",#"538",#"1999-11-11",#"мороз->1,лайлайга->1"
"189379",#"546",#"538",#"1999-11-12",#"умар->1"
"189380",#"546",#"538",#"1999-11-12",#
"189381",#"546",#"538",#"1999-11-13",#
"189382",#"546",#"538",#"1999-11-14",#
"189383",#"546",#"538",#"1999-11-15",#
"189384",#"546",#"538",#"1999-11-16",#"валя->1,мартан->1"
"189385",#"546",#"538",#"1999-11-17",#
"189386",#"546",#"538",#"1999-11-18",#
"189387",#"546",#"538",#"1999-11-19",#
"189388",#"546",#"538",#"1999-11-20",#"вахид->1,ваха->1,лайла->2,аллах великий->1,усама->1"
"189389",#"546",#"538",#"1999-11-21",#
"189390",#"546",#"538",#"1999-11-22",#
"189391",#"546",#"538",#"1999-11-23",#"валя->2"
"189392",#"546",#"538",#"1999-11-24",#
"189393",#"546",#"538",#"1999-11-25",#"муса->1"
"189394",#"546",#"538",#"1999-11-26",#
"189395",#"546",#"538",#"1999-11-27",#
"189396",#"546",#"538",#"1999-11-28",#
"189397",#"546",#"538",#"1999-11-29",#"мартановский->1"
"189398",#"546",#"538",#"1999-11-30",#"муса->2"
"189399",#"546",#"538",#"1999-12-01",#
"189400",#"546",#"538",#"1999-12-02",#"шуддин->1"
"189401",#"546",#"538",#"1999-12-03",#"руслан->1,сайхд->1"
"189402",#"546",#"538",#"1999-12-04",#"салта->1,ахмад->1,султан->1"
"189403",#"546",#"538",#"1999-12-05",#"умар->1"
"189404",#"546",#"538",#"1999-12-06",#
"189405",#"546",#"538",#"1999-12-07",#"юра->1,валя->1,салта->1,адам->1,наур->1,таус->1"
"189406",#"546",#"538",#"1999-12-08",#
"189407",#"546",#"538",#"1999-12-09",#"салта->1"
"189408",#"546",#"538",#"1999-12-10",#
"189409",#"546",#"538",#"1999-12-12",#
"189410",#"546",#"538",#"1999-12-13",#
"189411",#"546",#"538",#"1999-12-14",#
"189412",#"546",#"538",#"1999-12-15",#
"189413",#"546",#"538",#"1999-12-16",#"хава->1,ангаев->1,валя->1,адам->2"
"189414",#"546",#"538",#"1999-12-17",#"липогера->1,адам->1,магомед->1,асхаб->1"
"189415",#"546",#"538",#"1999-12-18",#
"189416",#"546",#"538",#"1999-12-19",#"салта->1,умар->1"
"189417",#"546",#"538",#"1999-12-20",#"адам->1"
"189418",#"546",#"538",#"1999-12-21",#
"189419",#"546",#"538",#"1999-12-22",#
"189420",#"546",#"538",#"1999-12-23",#"умар->1,солт->1,валя->1"
"189421",#"546",#"538",#"1999-12-24",#"умар->1,солт->1"
"189422",#"546",#"538",#"1999-12-25",#"хьамидина->1,валя->2,умар->1,салта->1"
"189423",#"546",#"538",#"1999-12-26",#"салта->1"
"189424",#"546",#"538",#"1999-12-27",#
"189425",#"546",#"538",#"1999-12-28",#
"189426",#"546",#"538",#"1999-12-29",#
"189427",#"546",#"538",#"1999-12-30",#"салта->1"
"189428",#"546",#"538",#"1999-12-31",#"салта->1,ани->1"
"189429",#"546",#"538",#"2000-01-01",#"набисата->1,ладин->1,ахмад->1,бакаев->2,валя->1,юра->1"
"189430",#"546",#"538",#"2000-01-02",#
"189431",#"546",#"538",#"2000-01-03",#
"189432",#"546",#"538",#"2000-01-04",#
"189433",#"546",#"538",#"2000-01-05",#
"189434",#"546",#"538",#"2000-01-06",#
"189435",#"546",#"538",#"2000-01-07",#"хьава->2,аминат->1,саид->1,адам->1"
"189436",#"546",#"538",#"2000-01-08",#"салта->1"
"189437",#"546",#"538",#"2000-01-09",#"юра->1"
"189438",#"546",#"538",#"2000-01-10",#
"189439",#"546",#"538",#"2000-01-11",#
"189440",#"546",#"538",#"2000-01-12",#"умар->1"
"189441",#"546",#"538",#"2000-01-13",#
"189442",#"546",#"538",#"2000-01-14",#
"189443",#"546",#"538",#"2000-01-15",#
"189444",#"538",#"530",#"1956-09-01",#"танюша->1"
"189445",#"538",#"530",#"1956-09-04",#"феодосий->1,гранин->1,рахманов->1"
"189446",#"538",#"530",#"1956-09-06",#"гранин->1,орлов->1"
"189447",#"538",#"530",#"1956-09-07",#"гранин->2"
"189448",#"538",#"530",#"1956-09-08",#
"189449",#"128",#"212",#"1920-06-24",#"дмитрий->2,борис->5,врангеля->1"
"189450",#"128",#"212",#"1920-07-03",#"дмитрий->2,иосиф пилсудский->1"
"189451",#"128",#"212",#"1920-07-06",#
"189452",#"128",#"212",#"1920-07-10",#"борис->1"
"189453",#"128",#"212",#"1920-08-11",#
"189454",#"128",#"212",#"1920-10-08",#"борис->1,савинк->1,совдепий->1,володя->3,дима->12,мережковский->1,метлина->1,серг->1,мария алексеевна->1,чернов->1,сазонов->1,деникин->2,дмитрий->2,мицкевич->1"
"189455",#"128",#"212",#"1920-10-13",#"совдепий->1,дмитрий->3,анатолий->2,сазонов->1,керенский->1,врангеля гершельман->1,мицкевич->2,иван николаевич дудырев->1,иисус сладчайший->1,андрей белый->1"
"189456",#"128",#"212",#"1920-11-01",#"володя->8,поляков->1,дима->19,мариянна->2,здеховский->2,стазя грузинская->1,стазя->2,дмитриев->1,мицкевич->2,любимов->3,барановский->2,чапский->1,дмитрий->7,зина->1,янкель->1,любимова->1,сазонов->1,соловьев->3,семенов->1,мережковский->1,дмитрия->5,чайковский->2,кутепов->1,лесневский->1,ашкинази->1,керенский->1,деникин->3,совдепий->1,юденич->3,сережа попов->1,буланов->1,гершельман->1,борис->3,пшевлоцкий->1,карл->3,деренталя->1,борисов->1,флегонт клепиковый->1,генрих->1,рузя->1,карла->1"
"189457",#"128",#"212",#"1920-11-14",#"врангеля->4,евгения ивановна->1,троцкий->1,дима->1,версали->1,зина р->1,амалия->1"
"189458",#"128",#"212",#"1920-05-17",#"дмитрий->2,маня->1,мальвина->1,гершельман->2,дима->2,борис->8,чайковский->1,деренталя->6"
"189459",#"128",#"212",#"1920-11-16",#"троцкий->1,врангеля->1,савинков->1,родичева->2,борис->3,бурцев->1,совдепий->1,деренталя->2,чайковский->1,дима->3,дмитрий->1"
"189460",#"128",#"212",#"1920-11-25",#"дима->7,буланов->1,борис->3,варшава->1,неклюдов->1,пилсудский->1,дмитрия->2,володя->6,володин->1,деренталя->1,дерентала->1,савинков->1"
"189461",#"128",#"212",#"1920-11-26",#"дима->3,володя->1"
"189462",#"128",#"212",#"1920-12-18",#"дима->2,дмитрий->1,чайковский->1"
"189463",#"128",#"212",#"1921-03-11",#"дима->1,володя->1,савинков->1,чайковский->1,карташева->2,руднев->1,бунин->1"
"189464",#"128",#"212",#"1921-03-26",#"джордж->1,врангеля->2,милюков->1,дима->1,карташева->1"
"189465",#"128",#"212",#"1893-03-03",#
"189466",#"128",#"212",#"1893-03-05",#"анета->1,ваня->1,дмитрий сергеевич->2,плещеев->2,ванина->1,М ковалевский->1"
"189467",#"128",#"212",#"1893-03-06",#
"189468",#"128",#"212",#"1893-03-07",#"дмитрий сергеевич->1"
"189469",#"128",#"212",#"1893-03-19",#
"189470",#"128",#"212",#"1893-03-25",#
"189471",#"128",#"212",#"1893-03-27",#"репин->1,шишкин->1"
"189472",#"128",#"212",#"1893-03-31",#
"189473",#"128",#"212",#"1893-04-07",#
"189474",#"128",#"212",#"1893-04-09",#
"189475",#"128",#"212",#"1893-04-11",#
"189476",#"128",#"212",#"1893-10-02",#"дмитрий сергеевич->2,николай->1,червинский->1"
"189477",#"128",#"212",#"1893-10-04",#
"189478",#"128",#"212",#"1893-10-28",#
"189479",#"128",#"212",#"1893-11-29",#
"189480",#"128",#"212",#"1893-12-27",#
"189481",#"128",#"212",#"1894-03-24",#"максим ковалевский->1"
"189482",#"128",#"212",#"1895-03-16",#
"189483",#"128",#"212",#"1895-03-17",#
"189484",#"128",#"212",#"1895-10-08",#
"189485",#"128",#"212",#"1895-10-27",#"христя->1"
"189486",#"128",#"212",#"1895-12-06",#"венгерова->1,николай максимович->1"
"189487",#"128",#"212",#"1896-11-24",#
"189488",#"128",#"212",#"1898-01-11",#"флексеров->1,венгерова->1"
"189489",#"128",#"212",#"1898-10-29",#
"189490",#"128",#"212",#"1899-08-28",#"дмитрий сергеевич->2,марта->1"
"189491",#"128",#"212",#"1900-09-27",#
"189492",#"128",#"212",#"1901-01-01",#"философовая->2,гиппиус->1,философов->1"
"189493",#"128",#"212",#"1901-02-20",#"гиппиус->2,философов->2"
"189494",#"128",#"212",#"1901-03-19",#
"189495",#"128",#"212",#"1901-03-26",#
"189496",#"128",#"212",#"1901-04-14",#
"189497",#"128",#"212",#"1901-04-16",#
"189498",#"128",#"212",#"1901-04-24",#
"189499",#"128",#"212",#"1904-02-29",#"карташов->9,гоголь->2,успенский->1,бальмонт->2,розанов->1,лермонтов->1"
"189500",#"128",#"212",#"1904-03-01",#"успенский->2,философов->2,карташов->4,ася->1"
"189501",#"128",#"212",#"1933-01-01",#"поликсена соловьева->1,соня->1,роман->1,алеш->1,милюков->13,манухин->1,ходасевич->5,ваня->1,таня->1,мила->2,достоевский->1,танюша->2"
"189502",#"128",#"212",#"1934-04-01",#"бунин->2,дмитрий->1,игорь->1,милюков->2,замятин->3,григорьев->2,володя->1,горький->1,серг->1,метнер->1,мариэтта->1,ходасевич->1"
"189503",#"128",#"212",#"1936-05-05",#"боргеза->1,сковородкин->1,радзивилл->1,мими->1,чезара->1,татьяна львовна->1,белобородов->1,дмитрия->2,муссолини->1,данте->4"
"189504",#"128",#"212",#"1936-05-06",#"боргеза->1"
"189505",#"128",#"212",#"1936-05-08",#
"189506",#"128",#"212",#"1936-05-09",#"вячеслав->1"
"189507",#"128",#"212",#"1936-05-21",#
"189508",#"128",#"212",#"1936-05-29",#"муссолини->1,гризелли->1"
"189509",#"128",#"212",#"1936-06-24",#"леон блюм->1,володин->1,таня->1"
"189510",#"128",#"212",#"1936-07-16",#
"189511",#"128",#"212",#"1936-11-09",#"данте->1"
"189512",#"128",#"212",#"1937-07-21",#"публий->1,боргеза->1"
"189513",#"128",#"212",#"1937-09-07",#"альбано->1,вячеслав->1,карташов->1,афина->1"
"189514",#"128",#"212",#"1937-10-01",#
"189515",#"128",#"212",#"1937-10-16",#
"189516",#"128",#"212",#"1921-03-26",#"чайковский->1,махное->1,дмитрий->1"
"189517",#"128",#"212",#"1921-06-01",#"нероберг->1,жанна->1"
"189518",#"128",#"212",#"1921-12-27",#
"189519",#"128",#"212",#"1922-01-01",#"дима->1,пёрший->1"
"189520",#"128",#"212",#"1922-01-04",#"дима->2,володя->1,мережковский->1,красин->1,савинков->1,ленин->1"
"189521",#"128",#"212",#"1922-02-08",#"ленин->1"
"189522",#"128",#"212",#"1923-02-09",#"савинков->1,троцкий->1"
"189523",#"128",#"212",#"1923-12-01",#"илюша->1"
"189524",#"128",#"212",#"1923-12-01",#
"189525",#"128",#"212",#"1924-11-01",#"савинков->1"
"189526",#"128",#"212",#"1925-05-01",#
"189527",#"128",#"212",#"1908-01-14",#"дима->1,щукин->1"
"189528",#"128",#"212",#"1908-01-15",#"бердяев->1"
"189529",#"128",#"212",#"1908-01-16",#"щукин->1,селенина->1"
"189530",#"128",#"212",#"1908-01-17",#"дима->2,бердяев->2"
"189531",#"128",#"212",#"1908-01-18",#"щукин->2,дима->1,селенин->1,бердяев->1"
"189532",#"128",#"212",#"1908-01-19",#"дима->1,поль->1,адан->1"
"189533",#"128",#"212",#"1908-01-20",#"бердяев->1"
"189534",#"128",#"212",#"1908-01-21",#
"189535",#"128",#"212",#"1908-01-22",#"бергсон->1"
"189536",#"128",#"212",#"1908-01-23",#
"189537",#"128",#"212",#"1908-01-24",#
"189538",#"128",#"212",#"1908-01-25",#"бердяев->1"
"189539",#"128",#"212",#"1908-01-26",#
"189540",#"128",#"212",#"1908-01-27",#
"189541",#"128",#"212",#"1908-01-28",#"бердяев->1"
"189542",#"128",#"212",#"1908-01-29",#"дима->1"
"189543",#"128",#"212",#"1908-01-30",#"дима->1,бердяев->1"
"189544",#"128",#"212",#"1908-01-31",#"дима->1,лида->1,бердяев->1"
"189545",#"128",#"212",#"1908-02-01",#"бердяев->1,селенина->1"
"189546",#"128",#"212",#"1908-02-02",#"дима->1"
"189547",#"128",#"212",#"1908-02-03",#
"189548",#"128",#"212",#"1908-02-04",#"ознобишин->1,дима->2,серг->1,ознобишина->1,щукин->1"
"189549",#"128",#"212",#"1908-02-05",#"бердяев->1"
"189550",#"128",#"212",#"1908-02-06",#"дима->1,селенина->1,ксения->1"
"189551",#"128",#"212",#"1908-02-07",#"дима->1"
"189552",#"128",#"212",#"1908-02-08",#"ксения->1"
"189553",#"128",#"212",#"1908-02-09",#"бердяев->1,лида->1"
"189554",#"128",#"212",#"1908-02-10",#"дима->1"
"189555",#"128",#"212",#"1908-02-11",#
"189556",#"128",#"212",#"1908-02-12",#"дима->1"
"189557",#"128",#"212",#"1908-02-13",#"дима->1"
"189558",#"128",#"212",#"1908-02-14",#"дима->1"
"189559",#"128",#"212",#"1908-02-15",#"бердяев->1"
"189560",#"128",#"212",#"1908-02-16",#"дима->1,павел->1"
"189561",#"128",#"212",#"1908-02-17",#"павел->1,савенков->1"
"189562",#"128",#"212",#"1908-02-18",#
